filename	channel	duration	speaker_gender	speech_type
bemba_news_item_98_414_417_3_3.wav	1	3	M	S
utulimbusha_3_528_535_7_6.wav	1	6	M	S
bemba_talkshow_item_39_1996_1999_3_2.wav	1	2	M	S
bemba_news_item_228_1_10_9_8.wav	1	8	M	S
ilyashilyapanoisonde_21_401_404_3_2.wav	1	2	M	S
talkshow_1_1792_1813_21_7.wav	1	7	M	S
bemba_talkshow_item_22_689_695_6_5.wav	1	5	M	S
ilyashi_lya_pano_isonde_7_692_715_23_15.wav	1	15	F	S
bemba_news_item_215_239_246_7_7.wav	1	7	M	T
ilyashilyapanoisonde_6_367_370_3_3.wav	1	3	M	S
bemba_talkshow_item_23_1744_1747_3_3.wav	1	3	M	S
ilyashilyapanoisonde_42_1170_1180_10_9.wav	1	9	F	S
bemba_news_item_260_217_233_16_3.wav	1	3	M	S
bemba_talkshow_item_10_362_379_17_16.wav	1	16	M	S
bemba_news_item_7_274_276_2_2.wav	1	2	M	S
bemba_news_item_29_426_449_23_12.wav	1	12	F	S
bemba_talkshow_item_22_1245_1250_5_5.wav	1	5	M	S
ilyashiukufumakuluangwanakumbi_2_1228_1236_8_7.wav	1	7	M	S
bemba_news_item_322_642_650_8_8.wav	1	8	M	S
bemba_talkshow_item_17_717_736_19_2.wav	1	2	F	S
bemba_talkshow_item_70_2171_2180_9_9.wav	1	9	M	S
ilyashilyapanoisonde_28_481_488_7_7.wav	1	7	M	S
bemba_news_item_182_159_181_22_9.wav	1	9	M	S
bemba_talkshow_item_36_3062_3070_8_4.wav	1	4	M	S
bemba_talkshow_item_29_2021_2049_28_6.wav	1	6	M	S
ilyashilyapanoisonde_47_1141_1145_4_3.wav	1	3	F	T
bemba_talkshow_item_72_100_103_3_3.wav	1	3	F	S
fb_audio_file__6_3621_3624_3_3.wav	1	3	M	S
bemba_news_item_306_68_75_7_6.wav	1	6	M	S
bemba_talkshow_item_54_1645_1650_5_5.wav	1	5	F	S
talkshow_4_179_181_2_2.wav	1	2	M	S
bemba_news_item_317_397_405_8_8.wav	1	8	M	S
ilyashilyapanoisonde_43_797_804_7_7.wav	1	7	M	S
bemba_talkshow_item_12_618_622_4_3.wav	1	3	F	S
bemba_talkshow_item_61_455_471_16_5.wav	1	5	M	S
ilyashilyapanoisonde_47_375_384_9_8.wav	1	8	F	T
bemba_talkshow_item_7_1187_1189_2_2.wav	1	2	M	S
ilyashilyapanoisonde_41_533_536_3_3.wav	1	3	M	S
bemba_news_item_7_523_526_3_2.wav	1	2	M	S
ilyashilyapanoisonde_48_585_587_2_2.wav	1	2	F	S
bemba_news_item_359_63_82_19_18.wav	1	18	M	S
bemba_news_item_272_593_612_19_18.wav	1	18	F	S
bemba_talkshow_item_29_1544_1554_10_10.wav	1	10	F	S
bemba_talkshow_item_34_1695_1717_22_10.wav	1	10	M	S
bemba_news_item_270_381_390_9_9.wav	1	9	M	S
talkshow_6_498_511_13_12.wav	1	12	M	S
bemba_news_item_215_291_303_12_11.wav	1	11	M	S
bemba_talkshow_item_7_2501_2522_21_2.wav	1	2	M	S
bemba_news_item_116_697_702_5_5.wav	1	5	M	S
bemba_news_item_162_487_504_17_16.wav	1	16	M	S
ilyashi_lya_pano_isonde_7_449_454_5_4.wav	1	4	M	S
bemba_talkshow_item_76_1610_1613_3_2.wav	1	2	M	S
fb_audio_file__1_4640_4654_14_14.wav	1	14	M	S
bemba_talkshow_item_7_987_990_3_2.wav	1	2	F	S
bemba_talkshow_item_49_195_198_3_3.wav	1	3	M	S
ilyashilyapanoisonde_22_59_64_5_4.wav	1	4	M	S
bemba_news_item_100_326_335_9_9.wav	1	9	M	S
fb_audio_file__39_1226_1231_5_4.wav	1	4	F	S
ilyashilyapanoisonde_56_1298_1304_6_5.wav	1	5	M	S
bemba_talkshow_item_69_1298_1300_2_2.wav	1	2	M	S
fb_audio_file__5_468_471_3_3.wav	1	3	F	S
bemba_news_item_74_140_149_9_8.wav	1	8	M	S
bemba_news_item_214_684_687_3_3.wav	1	3	M	S
bemba_news_item_365_122_137_15_15.wav	1	15	M	S
bemba_talkshow_item_45_261_264_3_3.wav	1	3	F	S
ilyashi_lya_pano_isonde_7_1271_1276_5_5.wav	1	5	M	S
bemba_news_item_8_680_694_14_14.wav	1	14	F	S
ilyashi_lya_pano_isonde_45_458_463_5_5.wav	1	5	M	S
ilyashilyapanoisonde_4_404_410_6_5.wav	1	5	M	S
bemba_news_item_108_318_328_10_10.wav	1	10	M	S
fb_audio_file__44_221_232_11_10.wav	1	10	F	S
ilyashi_lya_pano_isonde_7_522_529_7_7.wav	1	7	M	S
ilyashi_lya_pano_isonde_3_1081_1092_11_11.wav	1	11	M	S
bemba_news_item_122_410_433_23_5.wav	1	5	M	S
bemba_talkshow_item_19_128_132_4_3.wav	1	3	M	S
ilyashilyapanoisonde_34_667_670_3_2.wav	1	2	M	S
talkshow_7_980_985_5_5.wav	1	5	M	S
bemba_talkshow_item_50_1313_1335_22_9.wav	1	9	F	S
bemba_talkshow_item_22_2345_2348_3_3.wav	1	3	F	S
ilyashilyapanoisonde_46_813_822_9_8.wav	1	8	M	S
bemba_talkshow_item_10_1390_1393_3_3.wav	1	3	M	S
bemba_talkshow_item_72_650_654_4_4.wav	1	4	M	S
fb_audio_file__17_161_165_4_4.wav	1	4	M	S
fb_audio_file__5_601_620_19_18.wav	1	18	F	S
bemba_news_item_177_352_357_5_5.wav	1	5	M	S
bemba_talkshow_item_2_1593_1596_3_3.wav	1	3	F	S
talkshow_1_1359_1366_7_6.wav	1	6	M	S
bemba_talkshow_item_36_3021_3049_28_7.wav	1	7	F	S
bemba_news_item_205_479_484_5_4.wav	1	4	M	S
ilyashi_lya_pano_isonde_39_1441_1459_18_18.wav	1	18	M	S
bemba_news_item_20_108_110_2_2.wav	1	2	M	S
bemba_news_item_104_431_434_3_3.wav	1	3	M	S
bemba_talkshow_item_67_2069_2077_8_7.wav	1	7	M	S
ilyashi_14_271_283_12_11.wav	1	11	M	S
bemba_talkshow_item_36_3509_3524_15_2.wav	1	2	F	S
ilyashilyapanoisonde_45_990_993_3_3.wav	1	3	F	S
bemba_talkshow_item_12_952_955_3_2.wav	1	2	F	S
bemba_talkshow_item_45_1494_1498_4_3.wav	1	3	M	S
bemba_talkshow_item_57_73_75_2_2.wav	1	2	F	S
bemba_news_item_177_27_37_10_9.wav	1	9	M	S
ilyashilyapanoisonde_42_1372_1385_13_13.wav	1	13	M	S
bemba_talkshow_item_27_2269_2271_2_2.wav	1	2	M	S
ilyashilyapanoisonde_59_14_19_5_5.wav	1	5	M	S
bemba_talkshow_item_45_1217_1222_5_5.wav	1	5	M	S
fb_audio_file__39_826_829_3_3.wav	1	3	M	S
ilyashi_lya_pano_isonde_9_1081_1097_16_15.wav	1	15	M	S
bemba_news_item_139_82_99_17_17.wav	1	17	M	S
bemba_talkshow_item_26_2080_2100_20_9.wav	1	9	M	S
ilyashilyapanoisonde_61_620_623_3_3.wav	1	3	M	S
bemba_news_item_54_481_484_3_2.wav	1	2	M	S
bemba_talkshow_item_16_1490_1500_10_10.wav	1	10	F	S
bemba_news_item_214_872_886_14_13.wav	1	13	M	S
bemba_news_item_243_105_111_6_5.wav	1	5	M	S
ilyashilyapanoisonde_47_1207_1210_3_3.wav	1	3	M	T
bemba_news_item_367_401_410_9_8.wav	1	8	M	S
ilyashilyapanoisonde_24_426_433_7_6.wav	1	6	M	S
ilyashilyapanoisonde_43_287_290_3_3.wav	1	3	M	S
bemba_talkshow_item_20_1946_1951_5_4.wav	1	4	M	S
bemba_talkshow_item_67_503_526_23_15.wav	1	15	F	S
ilyashilyapanoisonde_40_1233_1235_2_2.wav	1	2	M	S
bemba_talkshow_item_12_612_615_3_3.wav	1	3	F	S
fb_audio_file__24_94_112_18_17.wav	1	17	M	S
bemba_talkshow_item_4_1811_1815_4_4.wav	1	4	M	S
bemba_news_item_128_132_137_5_5.wav	1	5	M	S
bemba_talkshow_item_22_2194_2220_26_12.wav	1	12	M	S
bemba_talkshow_item_23_1360_1364_4_4.wav	1	4	M	S
bemba_talkshow_item_20_2435_2450_15_5.wav	1	5	M	S
bemba_news_item_365_278_292_14_13.wav	1	13	M	S
bemba_talkshow_item_53_2656_2662_6_6.wav	1	6	M	S
bemba_news_item_369_533_538_5_5.wav	1	5	F	S
ilyashilyapanoisonde_55_634_641_7_6.wav	1	6	M	S
bemba_news_item_282_146_149_3_3.wav	1	3	M	S
bemba_talkshow_item_2_1981_1988_7_6.wav	1	6	F	S
bemba_talkshow_item_55_1249_1253_4_4.wav	1	4	M	S
bemba_news_item_89_460_464_4_4.wav	1	4	M	S
bemba_talkshow_item_58_976_981_5_5.wav	1	5	M	S
bemba_talkshow_item_64_2455_2457_2_2.wav	1	2	M	S
bemba_talkshow_item_69_1105_1114_9_2.wav	1	2	M	S
bemba_talkshow_item_67_129_148_19_2.wav	1	2	F	S
bemba_talkshow_item_6_1063_1083_20_5.wav	1	5	M	S
ilyashilyapanoisonde_40_1158_1181_23_12.wav	1	12	M	S
bemba_talkshow_item_16_2495_2513_18_15.wav	1	15	F	S
bemba_talkshow_item_53_723_749_26_19.wav	1	19	M	S
bemba_news_item_173_244_266_22_12.wav	1	12	M	S
ilyashi_lya_pano_isonde_43_1399_1428_29_14.wav	1	14	M	S
bemba_talkshow_item_16_2270_2272_2_2.wav	1	2	M	S
bemba_talkshow_item_4_2411_2416_5_4.wav	1	4	M	T
bemba_news_item_379_468_471_3_2.wav	1	2	M	S
ilyashilyapanoisonde_67_288_297_9_5.wav	1	5	M	S
bemba_talkshow_item_72_777_781_4_3.wav	1	3	M	S
bemba_news_item_241_194_196_2_2.wav	1	2	M	S
bemba_talkshow_item_2_250_253_3_2.wav	1	2	F	S
fb_audio_file__15_157_160_3_3.wav	1	3	F	S
ilyashi_lya_pano_isonde_4_356_368_12_11.wav	1	11	M	S
bemba_news_item_37_347_353_6_5.wav	1	5	M	S
bemba_talkshow_item_28_974_979_5_5.wav	1	5	M	S
bemba_news_item_116_87_90_3_2.wav	1	2	M	S
ilyashi_lya_pano_isonde_9_697_699_2_2.wav	1	2	M	S
bemba_news_item_14_35_45_10_10.wav	1	10	M	S
fb_audio_file__17_65_79_14_14.wav	1	14	M	S
bemba_talkshow_item_65_798_827_29_15.wav	1	15	M	S
bemba_talkshow_item_72_993_996_3_2.wav	1	2	M	S
ilyashilyapanoisonde_34_1192_1197_5_5.wav	1	5	M	S
ilyashi_14_1581_1585_4_3.wav	1	3	M	S
bemba_news_item_27_138_144_6_5.wav	1	5	M	S
bemba_news_item_214_535_541_6_5.wav	1	5	M	S
ilyashi_6_241_251_10_10.wav	1	10	M	S
talkshow_7_496_502_6_4.wav	1	4	F	S
bemba_talkshow_item_4_620_624_4_3.wav	1	3	M	S
bemba_news_item_179_313_318_5_5.wav	1	5	F	S
bemba_news_item_271_489_491_2_2.wav	1	2	M	S
bemba_news_item_138_158_186_28_9.wav	1	9	M	S
bemba_news_item_310_321_338_17_17.wav	1	17	M	S
bemba_news_item_188_231_238_7_7.wav	1	7	M	S
bemba_talkshow_item_23_1021_1023_2_2.wav	1	2	M	S
bemba_news_item_377_401_405_4_3.wav	1	3	M	S
ilyashilyapanoisonde_29_978_987_9_8.wav	1	8	M	S
bemba_talkshow_item_30_992_996_4_3.wav	1	3	M	S
bemba_talkshow_item_19_1027_1030_3_2.wav	1	2	F	S
bemba_news_item_385_536_540_4_3.wav	1	3	M	S
ilyashi_17_851_854_3_3.wav	1	3	M	S
ilyashilyapanoisonde_62_1013_1017_4_3.wav	1	3	M	S
bemba_talkshow_item_14_1832_1834_2_2.wav	1	2	M	S
bemba_talkshow_item_23_3680_3682_2_2.wav	1	2	M	S
ilyashi_lya_pano_isonde_10_805_810_5_4.wav	1	4	M	S
bemba_talkshow_item_71_1827_1847_20_19.wav	1	19	M	S
bemba_talkshow_item_37_160_163_3_3.wav	1	3	M	S
ilyashilyapanoisonde_64_1529_1534_5_5.wav	1	5	M	S
bemba_talkshow_item_60_1070_1074_4_3.wav	1	3	F	S
bemba_news_item_68_332_352_20_19.wav	1	19	M	S
bemba_news_item_380_331_351_20_2.wav	1	2	M	S
bemba_talkshow_item_13_1961_1971_10_9.wav	1	9	M	S
bemba_news_item_70_117_122_5_4.wav	1	4	M	S
bemba_talkshow_item_23_2675_2678_3_2.wav	1	2	M	T
ilyashi_lya_pano_isonde_29_116_144_28_14.wav	1	14	F	S
bemba_news_item_54_549_563_14_14.wav	1	14	M	S
bemba_talkshow_item_25_2235_2241_6_5.wav	1	5	F	S
bemba_news_item_114_61_66_5_4.wav	1	4	M	S
ilyashilyapanoisonde_33_453_458_5_5.wav	1	5	M	S
bemba_news_item_315_47_63_16_15.wav	1	15	M	S
bemba_talkshow_item_43_3229_3232_3_3.wav	1	3	M	S
bemba_talkshow_item_55_2207_2234_27_12.wav	1	12	M	S
talkshow_2_730_732_2_2.wav	1	2	M	S
bemba_news_item_135_115_120_5_4.wav	1	4	F	S
bemba_news_item_31_61_76_15_15.wav	1	15	M	S
bemba_talkshow_item_5_640_644_4_4.wav	1	4	M	S
bemba_news_item_30_44_52_8_7.wav	1	7	M	S
talkshow_6_2893_2895_2_2.wav	1	2	M	S
bemba_news_item_340_22_32_10_9.wav	1	9	M	S
ilyashilyapanoisonde_52_1206_1211_5_4.wav	1	4	F	S
ilyashilyapanoisonde_2_941_944_3_3.wav	1	3	M	S
utulimbusha_17_1066_1091_25_19.wav	1	19	M	S
ilyashilyapanoisonde_3_31_41_10_9.wav	1	9	M	S
ilyashilyapanoisonde_46_520_523_3_2.wav	1	2	M	S
bemba_news_item_317_405_409_4_3.wav	1	3	M	S
bemba_news_item_69_645_655_10_10.wav	1	10	M	S
bemba_news_item_3_331_333_2_2.wav	1	2	M	S
bemba_talkshow_item_65_101_106_5_4.wav	1	4	F	S
ilyashilyapanoisonde_47_296_299_3_2.wav	1	2	M	T
bemba_talkshow_item_21_1167_1192_25_5.wav	1	5	M	S
fb_audio_file__28_181_196_15_15.wav	1	15	F	S
bemba_news_item_68_758_761_3_3.wav	1	3	M	S
ilyashi_lya_pano_isonde_20_827_833_6_6.wav	1	6	M	S
ilyashilyapanoisonde_71_692_697_5_5.wav	1	5	M	S
bemba_news_item_13_405_409_4_3.wav	1	3	M	S
ilyashi_lya_pano_isonde_26_535_562_27_17.wav	1	17	M	S
bemba_talkshow_item_55_415_420_5_5.wav	1	5	M	S
fb_audio_file__6_3585_3591_6_6.wav	1	6	M	S
ilyashi_lya_pano_isonde_47_688_695_7_7.wav	1	7	M	S
ilyashilyapanoisonde_54_545_549_4_4.wav	1	4	M	S
bemba_news_item_136_383_390_7_6.wav	1	6	M	S
bemba_news_item_224_432_442_10_9.wav	1	9	F	S
bemba_news_item_182_68_80_12_12.wav	1	12	M	S
bemba_talkshow_item_61_455_471_16_9.wav	1	9	M	S
ilyashilyapanoisonde_25_884_889_5_5.wav	1	5	M	S
bemba_news_item_187_429_434_5_4.wav	1	4	F	S
bemba_talkshow_item_68_2047_2050_3_2.wav	1	2	F	S
ilyashilyapanoisonde_12_151_162_11_10.wav	1	10	M	S
bemba_news_item_54_617_623_6_5.wav	1	5	M	S
ilyashilyapanoisonde_18_567_574_7_6.wav	1	6	M	S
bemba_talkshow_item_29_418_425_7_7.wav	1	7	F	S
ilyashilyapanoisonde_29_18_21_3_2.wav	1	2	M	S
bemba_talkshow_item_35_136_159_23_6.wav	1	6	M	S
bemba_talkshow_item_54_1380_1408_28_16.wav	1	16	F	S
bemba_talkshow_item_61_2434_2436_2_2.wav	1	2	M	T
ilyashilyapanoisonde_64_1006_1014_8_7.wav	1	7	M	S
bemba_news_item_113_128_131_3_2.wav	1	2	M	S
bemba_news_item_172_175_182_7_7.wav	1	7	M	S
fb_audio_file__19_81_83_2_2.wav	1	2	M	S
bemba_news_item_117_280_282_2_2.wav	1	2	M	S
bemba_talkshow_item_56_330_341_11_11.wav	1	11	M	S
ilyashi_5_498_520_22_9.wav	1	9	M	S
bemba_talkshow_item_27_415_417_2_2.wav	1	2	M	S
fb_audio_file__39_1183_1186_3_3.wav	1	3	M	S
bemba_news_item_144_481_510_29_13.wav	1	13	M	S
bemba_news_item_284_198_227_29_17.wav	1	17	M	S
fb_audio_file__6_3194_3198_4_3.wav	1	3	M	S
bemba_talkshow_item_54_2105_2130_25_20.wav	1	20	F	S
bemba_news_item_30_94_97_3_2.wav	1	2	M	S
ilyashilyapanoisonde_39_114_125_11_10.wav	1	10	M	S
bemba_talkshow_item_10_559_561_2_2.wav	1	2	M	S
bemba_news_item_238_651_665_14_13.wav	1	13	M	S
ilyashi_lya_pano_isonde_20_892_898_6_6.wav	1	6	M	S
bemba_talkshow_item_10_193_200_7_6.wav	1	6	M	S
fb_audio_file__3_1857_1875_18_17.wav	1	17	M	S
talkshow_3_0_10_10_8.wav	1	8	F	S
bemba_news_item_313_706_709_3_2.wav	1	2	M	S
bemba_talkshow_item_50_1991_1999_8_7.wav	1	7	F	S
ilyashilyapanoisonde_47_788_791_3_2.wav	1	2	M	T
bemba_news_item_88_839_862_23_19.wav	1	19	M	S
talkshow_4_1308_1311_3_2.wav	1	2	M	T
bemba_talkshow_item_74_23_28_5_5.wav	1	5	M	S
ilyashi_lya_pano_isonde_10_57_66_9_9.wav	1	9	M	S
bemba_talkshow_item_6_545_549_4_3.wav	1	3	F	S
bemba_news_item_216_227_246_19_19.wav	1	19	M	S
fb_audio_file__5_530_534_4_3.wav	1	3	F	S
bemba_news_item_8_579_605_26_10.wav	1	10	F	S
bemba_talkshow_item_64_1061_1065_4_3.wav	1	3	M	S
bemba_news_item_67_394_398_4_4.wav	1	4	M	S
bemba_talkshow_item_18_1339_1342_3_2.wav	1	2	F	S
bemba_talkshow_item_48_2970_2999_29_6.wav	1	6	M	S
ilyashi_6_418_430_12_11.wav	1	11	M	S
bemba_news_item_217_310_313_3_3.wav	1	3	M	S
ilyashilyapanoisonde_27_93_95_2_2.wav	1	2	M	S
bemba_news_item_293_322_331_9_9.wav	1	9	M	S
ilyashilyapanoisonde_34_1056_1065_9_8.wav	1	8	M	S
bemba_talkshow_item_34_791_796_5_4.wav	1	4	M	S
fb_audio_file__31_16_19_3_2.wav	1	2	M	S
bemba_news_item_129_639_644_5_5.wav	1	5	F	S
bemba_talkshow_item_20_1765_1768_3_2.wav	1	2	M	S
bemba_news_item_221_389_406_17_17.wav	1	17	M	S
bemba_news_item_76_331_334_3_2.wav	1	2	M	S
ilyashilyapanoisonde_2_182_192_10_9.wav	1	9	M	S
bemba_talkshow_item_41_1222_1226_4_4.wav	1	4	F	S
talkshow_6_141_144_3_2.wav	1	2	M	S
bemba_news_item_297_699_705_6_5.wav	1	5	F	S
ilyashilyapanoisonde_38_1161_1171_10_9.wav	1	9	M	S
bemba_talkshow_item_70_2960_2963_3_2.wav	1	2	M	S
bemba_talkshow_item_24_209_215_6_4.wav	1	4	F	S
ilyashilyapanoisonde_38_1058_1066_8_7.wav	1	7	M	S
bemba_talkshow_item_43_3978_3992_14_13.wav	1	13	M	S
ilyashilyapanoisonde_27_389_392_3_2.wav	1	2	F	S
bemba_news_item_56_260_264_4_3.wav	1	3	M	S
bemba_news_item_218_449_455_6_5.wav	1	5	M	S
bemba_news_item_5_551_555_4_3.wav	1	3	M	S
ilyashilyapanoisonde_30_1162_1165_3_2.wav	1	2	M	S
ilyashilyapanoisonde_3_139_145_6_5.wav	1	5	M	S
ilyashi_9_573_579_6_5.wav	1	5	M	S
fb_audio_file__1_2096_2100_4_3.wav	1	3	F	S
ilyashilyapanoisonde_42_305_313_8_8.wav	1	8	M	S
ilyashilyapanoisonde_71_978_1002_24_11.wav	1	11	M	S
bemba_news_item_95_311_337_26_4.wav	1	4	F	S
ilyashilyapanoisonde_35_27_29_2_2.wav	1	2	M	S
fb_audio_file__39_2399_2405_6_6.wav	1	6	M	S
bemba_news_item_138_122_127_5_5.wav	1	5	M	S
ilyashi_17_933_940_7_5.wav	1	5	M	S
bemba_news_item_57_55_76_21_4.wav	1	4	M	S
bemba_talkshow_item_41_2047_2050_3_3.wav	1	3	F	S
bemba_talkshow_item_67_1312_1317_5_4.wav	1	4	M	T
ilyashilyapanoisonde_8_775_781_6_6.wav	1	6	M	S
bemba_news_item_256_585_587_2_2.wav	1	2	M	S
fb_audio_file__12_25_30_5_4.wav	1	4	F	S
bemba_talkshow_item_14_2470_2485_15_6.wav	1	6	M	S
ilyashi_lya_pano_isonde_3_853_856_3_3.wav	1	3	M	S
bemba_news_item_364_83_95_12_12.wav	1	12	M	S
talkshow_4_2978_2981_3_2.wav	1	2	M	T
bemba_news_item_70_277_281_4_4.wav	1	4	F	S
ilyashilyapanoisonde_58_776_780_4_4.wav	1	4	M	S
ilyashiukufumakulusakanakumbi_3_167_172_5_5.wav	1	5	M	S
bemba_talkshow_item_39_2491_2496_5_3.wav	1	3	F	S
bemba_news_item_132_961_989_28_16.wav	1	16	F	S
bemba_talkshow_item_17_1837_1852_15_6.wav	1	6	F	S
bemba_news_item_70_337_339_2_2.wav	1	2	M	S
bemba_news_item_220_758_765_7_6.wav	1	6	F	S
bemba_talkshow_item_13_3112_3119_7_7.wav	1	7	F	S
bemba_news_item_167_497_503_6_5.wav	1	5	M	S
bemba_news_item_197_398_402_4_4.wav	1	4	M	S
bemba_news_item_40_303_306_3_2.wav	1	2	M	S
ilyashilyapanoisonde_15_174_179_5_5.wav	1	5	M	S
bemba_talkshow_item_71_1776_1783_7_4.wav	1	4	M	S
bemba_news_item_177_413_417_4_3.wav	1	3	M	S
ilyashilyapanoisonde_6_382_385_3_2.wav	1	2	M	S
bemba_news_item_81_302_310_8_7.wav	1	7	M	S
talkshow_2_598_600_2_2.wav	1	2	M	S
bemba_talkshow_item_13_365_371_6_5.wav	1	5	M	S
ilyashilyapanoisonde_15_837_839_2_2.wav	1	2	M	S
bemba_news_item_299_276_288_12_11.wav	1	11	F	S
bemba_talkshow_item_5_958_965_7_7.wav	1	7	M	S
bemba_news_item_286_420_427_7_7.wav	1	7	F	S
ilyashiukufumakundolanakumbi_5_874_878_4_3.wav	1	3	M	S
bemba_talkshow_item_69_3176_3195_19_3.wav	1	3	M	S
bemba_talkshow_item_67_1570_1581_11_11.wav	1	11	F	S
bemba_talkshow_item_62_2015_2030_15_15.wav	1	15	M	S
bemba_news_item_313_419_441_22_17.wav	1	17	M	S
fb_audio_file__4_240_243_3_3.wav	1	3	M	S
bemba_news_item_109_287_291_4_3.wav	1	3	M	S
bemba_news_item_76_244_247_3_3.wav	1	3	M	S
bemba_talkshow_item_59_672_678_6_6.wav	1	6	M	S
bemba_news_item_368_737_741_4_3.wav	1	3	M	S
fb_audio_file__3_1673_1676_3_2.wav	1	2	M	S
ilyashi_lya_pano_isonde_32_578_587_9_8.wav	1	8	M	S
bemba_talkshow_item_56_489_492_3_2.wav	1	2	M	S
bemba_talkshow_item_47_367_369_2_2.wav	1	2	M	S
ilyashiukufumakundolanakumbi_5_537_539_2_2.wav	1	2	M	S
ilyashi_lya_pano_isonde_15_1516_1525_9_8.wav	1	8	M	S
bemba_talkshow_item_5_515_520_5_4.wav	1	4	M	S
bemba_talkshow_item_67_2286_2296_10_4.wav	1	4	F	T
bemba_news_item_265_584_595_11_11.wav	1	11	M	S
bemba_news_item_212_306_309_3_3.wav	1	3	M	S
bemba_news_item_220_745_750_5_4.wav	1	4	M	S
bemba_news_item_363_455_468_13_3.wav	1	3	M	S
bemba_talkshow_item_24_1187_1191_4_4.wav	1	4	M	S
ilyashilyapanoisonde_3_1140_1143_3_2.wav	1	2	M	S
bemba_news_item_9_487_490_3_2.wav	1	2	M	S
fb_audio_file__6_2172_2174_2_2.wav	1	2	M	S
ilyashilyapanoisonde_46_687_699_12_12.wav	1	12	M	S
ilyashilyapanoisonde_47_726_730_4_3.wav	1	3	F	T
ilyashilyapanoisonde_11_475_477_2_2.wav	1	2	M	S
bemba_news_item_40_254_260_6_5.wav	1	5	M	S
bemba_talkshow_item_62_1038_1041_3_3.wav	1	3	F	S
bemba_news_item_197_473_477_4_3.wav	1	3	M	S
bemba_news_item_185_963_970_7_6.wav	1	6	F	S
bemba_news_item_214_807_819_12_11.wav	1	11	F	S
bemba_news_item_179_78_99_21_14.wav	1	14	F	S
